loss,macro_f1,val_loss,val_macro_f1
1.6243911981582642,0.49498865008354187,1.723889946937561,0.49158817529678345
1.0207438468933105,0.6680512428283691,1.369632363319397,0.6036207675933838
0.7813529372215271,0.7419849038124084,1.4092832803726196,0.599829375743866
0.6428593993186951,0.7862606644630432,1.179090976715088,0.6805374026298523
0.5283892154693604,0.8242182731628418,1.4542816877365112,0.6259011030197144
0.4371638298034668,0.8527571558952332,1.4423315525054932,0.648714005947113
0.36615312099456787,0.8780698180198669,1.300474762916565,0.6944684386253357
0.3414764404296875,0.8811410069465637,1.3970067501068115,0.6747608184814453
0.29485154151916504,0.8975649476051331,1.657639741897583,0.6502740979194641
0.23433782160282135,0.9171109199523926,1.2161976099014282,0.7014589905738831
0.21909548342227936,0.9263066649436951,1.3625984191894531,0.6982053518295288
0.17940138280391693,0.9384041428565979,1.4649845361709595,0.6888399720191956
0.1898198276758194,0.9353855848312378,1.190058946609497,0.7139045596122742
0.17160552740097046,0.9390047192573547,1.3693435192108154,0.7110180854797363
0.14124350249767303,0.953182578086853,1.6912460327148438,0.6766791343688965
0.15595747530460358,0.949532151222229,1.8216091394424438,0.6632213592529297
0.13092707097530365,0.9530472159385681,1.5426868200302124,0.7002339363098145
0.1355368047952652,0.954340398311615,1.1826813220977783,0.7481299042701721
0.1017565131187439,0.9644375443458557,1.288752794265747,0.7314568161964417
0.1246194988489151,0.9558765292167664,1.4047276973724365,0.7253859043121338
0.1118510514497757,0.9639155268669128,1.280456781387329,0.7251760363578796
0.09956500679254532,0.9638559818267822,1.6604775190353394,0.6953328847885132
0.09608214348554611,0.9671930074691772,1.678147792816162,0.6839635968208313
0.09465806186199188,0.967404842376709,1.5022035837173462,0.7120797634124756
0.08582046627998352,0.9698159694671631,1.3478609323501587,0.7425559759140015
0.08440075814723969,0.9719386100769043,1.4112375974655151,0.7227053642272949
0.09608059376478195,0.9686395525932312,1.4492021799087524,0.7238180637359619
0.10585729032754898,0.9651393890380859,2.038585662841797,0.7024012207984924
0.08551408350467682,0.969331681728363,1.5494837760925293,0.7306225895881653
0.08309628814458847,0.9715180397033691,1.4758161306381226,0.7324722409248352
