loss,macro_f1,val_loss,val_macro_f1
2.3241794109344482,0.275857150554657,167.20999145507812,0.1254187822341919
1.8458216190338135,0.39894020557403564,3.7912747859954834,0.23265071213245392
1.6603256464004517,0.4508744180202484,1.869853138923645,0.39252713322639465
1.528088092803955,0.4972793757915497,2.0645182132720947,0.35373952984809875
1.401516079902649,0.5391945242881775,3.1469945907592773,0.28170162439346313
1.3102805614471436,0.5611122250556946,3.0235586166381836,0.2816089987754822
1.239312767982483,0.5923575162887573,1.8645291328430176,0.4328325092792511
1.179582953453064,0.613247811794281,3.2000572681427,0.2920059263706207
1.0914989709854126,0.6383768916130066,3.148171901702881,0.3352166712284088
1.044737458229065,0.6530736684799194,2.065863609313965,0.43614980578422546
0.9780727028846741,0.67265385389328,2.6304776668548584,0.33934733271598816
0.943181037902832,0.6831056475639343,1.7566256523132324,0.5111876726150513
0.9078309535980225,0.6962411999702454,1.745530366897583,0.5355266332626343
0.859194815158844,0.7099921107292175,2.1893115043640137,0.43195003271102905
0.816466212272644,0.7226215600967407,2.041985511779785,0.45796242356300354
0.7690245509147644,0.7434813380241394,3.1791393756866455,0.3084180951118469
0.7304045557975769,0.7562422752380371,2.194582462310791,0.45595964789390564
0.6890618205070496,0.7671282291412354,2.3228867053985596,0.46124133467674255
